"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","MoSold","YrSold","SaleType","SaleCondition","YrSold_YearBuilt","YearRemodel_YearBuilt","YrSold_YearRemodel"
"379",20,4,88,11394,2,NA,4,4,1,1,22,3,3,1,3,9,2,2010,2010,4,2,13,14,3,5,3,1,1445,0,411,1856,2,1,2,1856,0,0,1856,1,0,1,1,1,1,1,8,7,1,1,3,834,3,113,0,0,0,0,0,NA,0,6,2010,7,6,0,0,0
"380",60,4,60,8123,2,NA,1,4,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,4,5,3,3,0,0,982,982,2,1,2,1007,793,0,1800,0,0,2,1,3,1,4,7,7,1,1,2,463,3,100,63,0,0,0,0,NA,0,6,2009,9,5,9,0,9
"381",50,4,50,5000,2,3,4,4,5,1,23,3,3,1,1,5,6,1924,1950,2,2,4,15,4,5,1,4,218,0,808,1026,2,5,2,1026,665,0,1691,0,0,2,0,3,1,3,6,7,1,3,1,308,3,0,0,242,0,0,0,NA,0,5,2010,9,5,86,26,60
"382",20,2,60,7200,2,3,4,4,5,1,21,3,3,1,3,7,5,2006,2006,2,2,13,14,3,5,3,3,0,0,1293,1293,2,1,2,1301,0,0,1301,1,0,2,0,2,1,3,5,7,1,2,2,572,3,216,121,0,0,0,0,NA,0,8,2006,7,6,0,0,0
"383",60,4,79,9245,2,NA,1,4,5,1,6,3,3,1,6,7,5,2006,2006,2,2,13,14,3,5,3,3,0,0,939,939,2,1,2,939,858,0,1797,0,0,2,1,3,1,3,8,7,0,2,2,639,3,144,53,0,0,0,0,NA,0,4,2007,9,5,1,0,1
"384",45,3,60,9000,2,NA,4,4,1,1,20,3,3,1,2,6,3,1928,1950,2,2,14,15,4,5,1,2,0,0,784,784,2,5,1,784,0,0,784,0,0,1,0,2,1,4,5,7,0,3,2,360,1,0,0,91,0,0,0,NA,0,10,2009,9,5,81,22,59
"385",60,4,NA,53107,2,NA,2,3,1,2,5,2,3,1,6,6,5,1992,1992,2,2,7,7,3,5,3,3,985,0,595,1580,2,1,2,1079,874,0,1953,1,0,2,1,3,1,3,9,7,2,1,2,501,3,216,231,0,0,0,0,NA,0,6,2007,9,5,15,0,15
"386",120,4,43,3182,2,NA,4,4,5,1,1,3,3,5,3,8,5,2004,2005,2,2,13,14,3,5,3,3,24,0,1232,1256,2,1,2,1269,0,0,1269,0,0,2,0,2,1,3,6,7,1,1,2,430,3,146,20,0,0,144,0,NA,0,4,2010,9,5,6,1,5
"387",50,4,58,8410,2,NA,4,4,3,1,8,2,3,1,1,5,3,1910,1996,3,2,14,14,4,2,3,4,0,0,658,658,2,5,2,658,526,0,1184,0,0,1,0,5,1,4,8,7,0,NA,0,0,1,0,151,0,0,0,0,NA,0,5,2006,9,2,96,86,10
"388",80,4,72,7200,2,NA,4,4,5,1,8,3,3,1,8,6,6,1976,1976,4,2,9,9,4,5,2,4,631,0,410,1041,2,1,2,1125,0,0,1125,1,0,1,0,3,1,4,6,7,1,3,1,352,3,296,0,0,0,0,0,NA,0,10,2009,9,1,33,0,33
"389",20,4,93,9382,2,NA,1,4,2,1,6,3,3,1,3,7,5,1999,2000,2,2,13,14,3,5,3,3,0,0,1468,1468,2,1,2,1479,0,0,1479,0,0,2,0,3,1,3,6,7,0,2,2,577,3,120,25,0,0,0,0,NA,0,7,2008,9,5,9,1,8
"390",60,4,96,12474,2,NA,4,4,5,1,16,3,3,1,6,10,5,2007,2008,2,2,13,14,1,5,3,1,1280,0,402,1682,2,1,2,1742,590,0,2332,1,0,2,1,3,1,1,9,7,1,1,3,846,3,196,134,0,0,0,0,NA,0,8,2008,7,6,1,1,0
"391",50,4,50,8405,2,2,4,4,5,1,8,3,3,1,1,5,8,1900,1950,2,2,9,9,4,5,1,4,241,391,229,861,2,1,2,961,406,0,1367,1,0,1,0,4,1,4,7,7,0,3,1,384,3,0,130,112,0,0,0,NA,0,4,2008,9,5,108,50,58
"392",60,4,71,12209,2,NA,1,4,2,1,12,3,3,1,6,6,5,2001,2002,2,2,13,14,4,5,3,1,690,0,114,804,2,1,2,804,1157,0,1961,1,0,2,1,3,1,3,7,7,1,1,2,560,3,125,192,0,0,0,0,NA,0,6,2009,9,5,8,1,7
"393",20,4,NA,8339,2,NA,1,4,5,1,13,3,3,1,3,5,7,1959,1959,2,2,9,9,4,5,4,NA,0,0,0,0,2,5,2,882,0,0,882,0,0,1,0,3,1,4,5,7,0,2,1,294,3,0,0,0,0,0,0,NA,1200,7,2007,9,5,48,0,48
"394",30,4,NA,7446,2,NA,4,4,1,1,4,2,3,1,3,4,5,1941,1950,2,2,15,16,4,5,2,4,266,0,522,788,2,5,2,788,0,0,788,0,0,1,0,2,1,4,4,7,2,NA,0,0,3,0,0,0,0,0,0,NA,0,4,2006,9,1,65,9,56
"395",50,4,60,10134,2,NA,4,4,5,1,18,3,3,1,1,5,6,1940,1950,2,2,9,9,4,5,2,4,0,0,735,735,2,3,2,735,299,0,1034,0,0,1,0,2,1,4,5,7,0,3,1,240,3,0,39,0,0,0,0,NA,0,7,2007,9,5,67,10,57
"396",20,4,68,9571,2,NA,4,4,5,1,8,3,3,1,3,5,6,1956,1956,2,2,14,15,4,5,2,4,739,0,405,1144,2,5,2,1144,0,0,1144,1,0,1,0,3,1,4,6,7,0,3,1,596,3,44,0,0,0,0,0,NA,0,6,2010,9,5,54,0,54
"397",20,4,60,7200,2,NA,4,3,5,1,6,3,3,1,3,5,5,1972,1972,4,2,9,9,4,5,2,4,777,0,117,894,2,5,2,894,0,0,894,0,0,1,0,2,1,4,6,7,0,2,2,600,3,215,0,0,0,0,0,NA,0,9,2009,9,5,37,0,37
"398",60,4,69,7590,2,NA,4,4,5,1,13,5,3,1,6,5,5,1962,1962,2,2,13,14,4,5,2,4,540,0,324,864,2,5,2,876,936,0,1812,0,0,2,0,4,1,4,8,7,1,2,1,264,3,0,168,0,0,0,0,NA,0,7,2007,9,5,45,0,45
"399",30,5,60,8967,2,NA,4,4,1,1,10,3,3,1,3,5,2,1920,1950,2,2,9,9,4,2,1,2,0,0,961,961,2,3,2,1077,0,0,1077,0,0,1,0,2,1,4,6,2,0,3,1,338,1,0,0,0,0,0,0,NA,0,11,2007,9,1,87,30,57
"400",60,2,65,8125,2,NA,4,4,5,1,21,3,3,1,6,7,5,2006,2007,2,2,6,6,3,5,3,3,812,0,280,1092,2,1,2,1112,438,0,1550,1,0,2,0,2,1,3,7,7,0,1,2,438,3,0,168,0,0,0,0,NA,0,10,2009,9,5,3,1,2
"401",120,4,38,14963,2,NA,2,4,5,1,25,3,3,5,3,8,5,1996,1996,2,2,4,4,3,5,3,3,786,0,474,1260,2,1,2,1288,0,0,1288,1,0,1,1,1,1,1,4,7,2,1,2,500,3,120,30,0,0,224,0,NA,0,12,2008,9,5,12,0,12
"402",20,4,65,8767,2,NA,1,4,5,1,6,3,3,1,3,7,5,2005,2005,2,2,13,14,3,5,3,3,24,0,1286,1310,2,1,2,1310,0,0,1310,0,0,2,0,3,1,3,6,7,1,1,2,400,3,0,0,0,0,0,0,NA,0,7,2006,7,6,1,0,1
"403",30,4,60,10200,2,NA,4,4,5,1,19,3,3,1,3,5,8,1940,1997,2,2,14,15,4,5,3,4,0,0,672,672,2,1,2,672,0,0,672,0,0,1,0,2,1,4,4,7,0,3,1,240,1,168,0,0,0,0,0,NA,0,8,2008,9,5,68,57,11
"404",60,4,93,12090,2,NA,4,4,1,1,14,3,3,1,6,8,5,1998,1998,4,2,13,14,3,5,3,3,0,0,1141,1141,2,3,2,1165,1098,0,2263,0,0,2,1,4,1,3,10,7,1,1,2,420,3,144,123,0,0,0,0,NA,0,7,2006,9,1,8,0,8
"405",60,4,NA,10364,2,NA,1,4,5,1,9,3,3,1,6,6,5,1995,1996,2,2,9,9,4,5,3,3,0,0,806,806,2,3,2,806,766,0,1572,0,0,2,1,3,1,4,7,7,1,1,2,373,3,0,40,0,0,0,0,NA,0,5,2007,9,5,12,1,11
"406",20,4,NA,9991,2,NA,1,4,1,1,19,2,3,1,3,4,4,1976,1993,2,2,10,11,4,5,2,4,1116,0,165,1281,2,1,2,1620,0,0,1620,1,0,2,0,3,1,4,8,3,1,3,2,490,3,120,78,0,0,0,0,NA,0,6,2009,9,5,33,17,16
"407",50,4,51,10480,2,NA,4,4,5,1,23,3,3,1,1,6,5,1936,1950,2,2,9,9,4,5,1,4,0,0,1064,1064,2,1,2,1166,0,473,1639,0,0,1,0,3,1,4,6,2,0,3,1,240,3,0,0,0,0,0,0,NA,0,3,2008,9,5,72,14,58
"408",70,4,63,15576,2,NA,4,4,5,1,7,3,3,1,6,6,7,1915,1976,2,2,14,11,4,5,1,3,0,0,840,840,2,1,2,840,840,0,1680,0,0,2,0,4,1,4,8,7,0,3,1,308,3,0,0,160,0,0,0,NA,0,3,2008,9,5,93,61,32
"409",60,4,109,14154,2,NA,4,4,1,1,16,3,3,1,6,7,5,2006,2006,2,2,13,14,3,5,3,1,0,0,1063,1063,2,1,2,1071,1101,0,2172,0,0,2,1,3,1,3,9,7,1,2,3,947,3,192,62,0,0,0,0,NA,0,8,2007,7,6,1,0,1
"410",60,2,85,10800,2,NA,4,4,5,1,21,3,3,1,6,8,5,2007,2008,2,2,13,14,3,5,3,1,789,0,245,1034,2,1,2,1050,1028,0,2078,1,0,2,1,3,1,1,8,7,1,1,3,836,3,0,102,0,0,0,0,NA,0,4,2008,7,6,1,1,0
"411",20,4,68,9571,2,NA,4,4,5,1,8,3,3,1,3,5,3,1958,1958,2,2,3,3,4,2,2,4,0,0,1276,1276,2,5,2,1276,0,0,1276,0,0,1,0,3,1,4,5,5,0,3,1,350,3,0,0,0,0,0,0,NA,0,6,2009,1,1,51,0,51
"412",190,4,100,34650,2,NA,4,1,5,1,9,3,3,2,3,5,5,1955,1955,4,2,14,15,4,5,2,4,1056,0,0,1056,2,5,1,1056,0,0,1056,1,0,1,0,3,1,4,5,7,0,1,2,572,3,264,0,0,0,0,0,NA,0,1,2006,9,5,51,0,51
"413",20,2,NA,4403,2,NA,2,4,5,1,21,3,3,1,3,7,5,2009,2009,2,2,9,9,1,5,3,1,578,0,892,1470,2,1,2,1478,0,0,1478,1,0,2,1,2,1,3,7,7,1,1,2,484,3,0,144,0,0,0,0,NA,0,6,2010,7,6,1,0,1
"414",30,5,56,8960,2,2,4,4,5,1,18,1,3,1,3,5,6,1927,1950,2,2,15,16,4,5,2,4,0,0,1008,1008,2,3,2,1028,0,0,1028,0,0,1,0,2,1,4,5,7,1,3,2,360,3,0,0,130,0,0,0,NA,0,3,2010,9,5,83,23,60
"415",60,4,59,11228,2,NA,2,4,2,1,20,3,3,1,6,7,5,1993,1993,2,2,13,14,3,5,3,3,50,531,499,1080,2,1,2,1080,1017,0,2097,0,1,2,1,3,1,3,9,7,1,3,3,678,3,196,187,0,0,0,0,NA,0,12,2008,9,5,15,0,15
"416",20,4,73,8899,2,NA,1,4,5,1,9,3,3,1,3,7,5,2007,2007,2,2,13,14,3,5,3,3,24,0,1316,1340,2,1,2,1340,0,0,1340,0,0,2,0,3,1,3,6,7,0,1,2,396,3,100,30,0,0,0,0,NA,0,8,2007,7,6,0,0,0
"417",60,4,74,7844,2,NA,4,4,5,1,19,3,3,1,6,6,7,1978,1978,4,2,7,7,4,5,2,4,209,0,463,672,2,5,2,672,728,0,1400,0,0,1,1,3,1,4,6,7,1,1,2,440,3,0,0,0,0,0,0,NA,0,3,2006,9,5,28,0,28
"418",70,4,86,22420,2,NA,1,4,5,1,7,2,3,1,6,6,6,1918,1950,4,2,14,13,4,5,1,3,1128,0,242,1370,3,5,1,1370,1254,0,2624,1,0,2,1,4,1,4,10,7,1,3,3,864,1,0,0,0,0,0,0,NA,0,11,2007,9,5,89,32,57
"419",50,4,60,8160,2,NA,4,4,5,1,8,3,3,1,1,5,6,1940,1950,2,2,9,9,4,5,1,4,312,0,444,756,2,2,1,756,378,0,1134,1,0,1,1,3,1,4,7,7,0,3,1,240,2,0,0,0,0,0,0,NA,0,4,2007,9,2,67,10,57
"420",20,4,65,8450,2,NA,4,4,5,1,13,3,3,1,3,5,6,1968,1968,2,2,13,14,4,5,2,4,775,0,281,1056,2,1,2,1056,0,0,1056,1,0,1,0,3,1,4,6,7,1,3,1,304,3,0,85,184,0,0,0,NA,0,7,2010,9,5,42,0,42
"421",90,5,78,7060,2,NA,4,4,5,1,12,3,3,3,7,7,5,1997,1998,2,2,13,14,4,3,3,3,1309,0,35,1344,2,1,2,1344,0,0,1344,2,0,2,0,2,2,4,8,7,0,1,4,784,3,0,0,0,0,0,0,NA,0,11,2008,9,3,11,1,10
"422",20,4,NA,16635,2,NA,1,4,3,1,17,3,3,1,3,6,7,1977,2000,2,2,6,6,3,5,2,3,1246,0,356,1602,2,3,2,1602,0,0,1602,0,1,2,0,3,1,3,8,7,1,1,2,529,3,240,0,0,0,0,0,NA,0,6,2009,9,5,32,23,9
"423",20,4,100,21750,2,NA,4,2,5,2,12,1,3,1,3,5,5,1954,1954,4,2,7,7,4,5,2,4,0,0,988,988,2,1,2,988,0,0,988,0,0,1,0,2,1,4,4,7,0,2,2,520,1,0,0,0,0,0,0,NA,0,2,2008,9,5,54,0,54
"424",60,4,80,9200,2,NA,4,4,5,1,14,3,3,1,6,8,5,1998,1998,2,2,13,14,3,5,3,3,986,0,484,1470,2,3,2,1470,1160,0,2630,1,0,2,1,4,1,3,8,7,1,1,3,696,3,0,66,0,0,0,0,NA,0,6,2008,9,5,10,0,10
"425",20,4,72,9000,2,NA,4,4,5,1,13,3,3,1,3,6,5,1956,1956,2,2,14,15,4,5,2,3,616,0,580,1196,2,3,2,1196,0,0,1196,1,0,1,0,2,1,4,6,7,1,2,1,297,3,0,44,0,0,0,0,NA,0,5,2008,9,5,52,0,52
"426",60,5,60,3378,2,2,4,2,5,1,18,3,3,1,6,7,8,1946,1992,2,2,7,7,4,3,2,4,0,0,651,651,2,3,2,707,682,0,1389,0,0,1,1,3,1,4,6,7,2,3,1,240,2,0,0,126,0,0,0,NA,0,9,2009,9,5,63,46,17
"427",80,4,NA,12800,2,NA,4,3,5,2,20,3,3,1,8,7,5,1989,1989,2,2,14,15,3,5,3,3,1518,0,0,1518,2,3,2,1644,0,0,1644,1,1,2,0,2,1,3,5,7,1,1,2,569,3,80,0,0,0,396,0,NA,0,8,2009,9,5,20,0,20
"428",20,4,77,8593,2,NA,1,4,5,1,13,3,3,1,3,4,6,1957,1957,4,2,9,9,4,5,2,4,288,0,619,907,2,1,2,907,0,0,907,0,0,1,0,3,1,4,5,7,0,3,1,352,3,0,0,0,0,0,0,NA,0,7,2008,9,5,51,0,51
"429",20,4,64,6762,2,NA,4,4,5,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,3,5,3,3,664,0,544,1208,2,1,2,1208,0,0,1208,1,0,2,0,2,1,3,6,7,0,2,2,628,3,105,54,0,0,0,0,NA,0,9,2007,7,6,0,0,0
"430",20,4,130,11457,2,NA,1,4,1,1,24,3,3,1,3,6,5,1988,1988,2,2,7,7,4,5,2,3,1005,0,387,1392,2,5,2,1412,0,0,1412,1,0,2,0,3,1,3,6,7,1,3,2,576,3,0,0,169,0,0,0,NA,0,3,2009,9,5,21,0,21
"431",160,5,21,1680,2,NA,4,4,5,1,3,3,3,4,6,6,5,1971,1971,2,2,7,7,4,5,2,4,387,0,96,483,2,5,2,483,504,0,987,0,0,1,1,2,1,4,4,7,0,3,1,264,3,0,0,0,0,0,0,NA,0,7,2008,1,1,37,0,37
"432",50,5,60,5586,2,NA,1,1,5,1,18,2,3,1,1,6,7,1920,1998,2,2,9,9,4,5,1,4,0,0,901,901,2,3,2,1088,110,0,1198,0,0,1,0,4,1,4,7,7,0,NA,0,0,1,0,98,0,0,0,0,NA,0,9,2008,3,1,88,78,10
"433",160,5,24,1920,2,NA,4,4,5,1,3,3,3,5,6,5,5,1971,1971,2,2,7,7,4,5,2,4,471,0,294,765,2,1,2,765,600,0,1365,1,0,1,1,2,1,4,6,3,0,3,2,440,3,240,36,0,0,0,0,NA,0,8,2007,9,5,36,0,36
"434",60,4,100,10839,2,NA,1,4,1,1,9,3,3,1,6,6,5,1997,1998,2,2,13,14,4,5,3,3,0,0,926,926,2,1,2,926,678,0,1604,0,0,2,1,3,1,4,7,7,1,1,2,470,3,0,36,0,0,0,0,NA,0,7,2008,9,5,11,1,10
"435",180,5,21,1890,2,NA,4,4,5,1,11,3,3,4,7,4,7,1972,1972,2,2,6,6,4,3,2,3,495,0,135,630,2,3,2,630,0,0,630,1,0,1,0,1,1,4,3,7,0,NA,0,0,3,88,0,0,0,0,0,NA,0,6,2008,9,5,36,0,36
"436",60,4,43,10667,2,NA,2,4,2,1,6,5,3,1,6,7,6,1996,1996,2,2,13,14,3,5,3,3,385,344,70,799,2,1,2,827,834,0,1661,1,0,2,1,3,1,3,6,7,1,2,2,550,3,158,61,0,0,0,0,NA,0,4,2009,5,5,13,0,13
"437",50,5,40,4400,2,NA,4,4,5,1,18,3,3,1,1,6,8,1920,1950,2,2,12,13,4,5,1,2,0,0,648,648,2,5,2,734,384,0,1118,0,0,1,0,2,1,4,6,7,0,3,2,440,3,0,0,0,0,0,0,NA,0,10,2006,9,5,86,30,56
"438",45,5,50,6000,2,NA,4,4,5,1,4,3,3,1,2,6,7,1926,2004,2,2,14,15,3,5,3,4,0,0,884,884,2,3,2,904,0,0,904,0,0,1,0,2,1,4,4,7,0,3,1,180,3,0,0,105,0,0,0,NA,0,1,2009,9,5,83,78,5
"439",30,4,40,4280,2,NA,4,4,5,1,7,3,3,1,3,5,6,1913,2002,2,2,15,13,4,5,3,4,365,0,75,440,2,5,1,694,0,0,694,0,0,1,0,2,1,3,4,7,1,3,1,352,2,0,0,34,0,0,0,NA,0,3,2007,9,5,94,89,5
"440",50,4,67,12354,2,2,4,4,1,1,8,3,3,1,1,6,8,1920,2000,2,2,14,15,4,5,1,4,0,0,684,684,2,3,2,684,512,0,1196,0,0,1,0,3,1,3,7,7,0,3,2,528,3,0,46,0,0,0,0,NA,800,8,2009,4,5,89,80,9
"441",20,4,105,15431,2,NA,4,4,5,1,16,3,3,1,3,10,5,2008,2008,4,2,13,14,1,5,3,1,1767,539,788,3094,2,1,2,2402,0,0,2402,1,0,2,0,2,1,1,10,7,2,1,3,672,3,0,72,0,0,170,0,NA,0,4,2009,9,5,1,0,1
"442",90,4,92,12108,2,NA,4,4,5,1,8,3,3,3,3,4,4,1955,1955,2,2,13,14,4,5,2,4,133,0,1307,1440,2,5,1,1440,0,0,1440,0,0,2,0,4,2,2,8,7,0,NA,0,0,3,0,0,0,0,0,0,NA,0,9,2008,9,5,53,0,53
"443",50,5,52,6240,2,NA,4,4,5,1,4,3,3,1,1,5,7,1930,1992,2,2,9,9,4,5,3,4,0,0,1078,1078,2,5,2,1128,445,0,1573,0,0,2,0,3,1,4,8,7,1,3,2,360,2,0,0,0,0,0,0,NA,0,6,2008,9,5,78,62,16
"444",120,4,53,3922,2,NA,4,4,5,1,1,3,3,5,3,7,5,2006,2007,2,2,15,16,3,5,3,1,0,0,1258,1258,2,1,2,1258,0,0,1258,0,0,2,0,2,1,3,6,7,1,1,3,648,3,144,16,0,0,0,0,NA,0,6,2007,7,6,1,1,0
"445",60,4,70,8750,2,NA,4,4,5,1,6,3,3,1,6,7,5,1994,1995,2,2,13,14,3,3,3,3,642,0,273,915,2,1,2,933,975,0,1908,1,0,2,1,4,1,3,8,7,1,3,2,493,3,144,133,0,0,0,0,NA,0,7,2008,9,5,14,1,13
"446",20,4,73,9855,2,NA,4,4,1,1,8,3,3,1,3,6,5,1956,1956,4,2,14,15,4,5,2,4,0,0,1436,1436,2,2,2,1689,0,0,1689,0,0,1,0,3,1,4,7,7,1,3,2,480,3,0,0,0,0,0,0,NA,0,11,2009,1,5,53,0,53
"447",20,4,137,16492,2,NA,1,4,1,1,13,4,3,1,3,6,6,1966,2002,2,2,4,11,3,5,2,4,247,713,557,1517,2,1,2,1888,0,0,1888,0,0,2,1,2,1,3,6,5,1,1,2,578,3,0,0,0,0,0,0,NA,0,6,2010,9,5,44,36,8
"448",60,4,NA,11214,2,NA,1,4,1,1,9,3,3,1,6,7,5,1998,1999,2,2,13,14,3,5,3,3,0,0,930,930,2,3,2,956,930,0,1886,0,0,2,1,4,1,3,10,7,1,1,2,431,3,89,0,0,0,0,0,NA,0,7,2006,9,5,8,1,7
"449",50,5,50,8600,2,NA,4,1,5,1,10,3,3,1,1,6,6,1937,1950,2,2,9,9,4,5,1,4,0,0,780,780,2,5,2,780,596,0,1376,0,0,2,0,3,1,4,7,7,1,3,1,198,1,0,0,0,0,0,0,NA,0,6,2006,9,5,69,13,56
"450",50,5,50,6000,2,NA,4,4,5,1,18,3,3,1,1,3,7,1948,2002,2,2,9,9,4,3,2,4,331,0,318,649,2,1,2,679,504,0,1183,0,0,1,1,2,1,4,6,7,0,3,1,308,3,0,176,0,0,0,0,NA,0,6,2007,9,5,59,54,5
"451",30,5,70,5684,2,NA,4,4,5,1,18,3,3,1,3,6,8,1930,2005,4,2,14,15,4,5,1,4,0,0,813,813,2,1,2,813,0,0,813,0,0,1,0,2,1,3,5,7,0,3,1,270,1,0,113,0,0,0,0,NA,0,6,2006,9,5,76,75,1
"452",20,4,62,70761,2,NA,1,3,5,2,5,3,3,1,3,7,5,1975,1975,2,8,10,11,4,5,2,3,655,0,878,1533,2,5,2,1533,0,0,1533,1,0,2,0,2,1,3,5,7,2,3,2,576,3,200,54,0,0,0,0,NA,0,12,2006,9,5,31,0,31
"453",60,4,NA,9303,2,NA,1,4,1,1,24,3,3,1,6,6,5,1996,1997,4,2,13,14,3,5,3,1,742,0,130,872,2,1,2,888,868,0,1756,1,0,2,1,3,1,4,7,7,0,1,2,422,3,144,122,0,0,0,0,NA,0,7,2007,9,5,11,1,10
"454",60,2,75,9000,2,NA,4,4,5,1,21,3,3,1,6,8,5,2008,2008,2,2,13,14,3,5,3,3,0,0,768,768,2,1,2,786,804,0,1590,0,0,2,1,3,1,3,6,7,0,2,2,676,3,0,30,0,0,0,0,NA,0,6,2009,9,5,1,0,1
"455",90,4,63,9297,2,NA,4,4,5,1,12,3,3,3,3,5,5,1976,1976,2,2,10,11,4,5,2,4,1606,0,122,1728,2,5,2,1728,0,0,1728,2,0,2,0,4,2,4,8,7,0,3,2,560,3,0,0,0,0,0,0,NA,0,7,2006,9,4,30,0,30
"456",20,4,80,9600,2,NA,4,4,5,1,17,3,3,1,3,7,6,1973,1973,4,2,7,7,4,5,2,4,916,0,326,1242,2,2,2,1242,0,0,1242,0,0,1,1,3,1,4,6,7,1,3,2,528,3,0,0,0,0,0,0,NA,0,9,2007,9,5,34,0,34
"457",70,5,34,4571,2,2,4,4,5,1,18,3,3,1,6,5,5,1916,1950,2,2,1,1,4,5,1,4,0,0,624,624,2,2,1,624,720,0,1344,0,0,1,0,4,1,4,7,7,0,3,3,513,3,0,0,96,0,0,0,NA,0,5,2008,1,1,92,34,58
"458",20,4,NA,53227,2,NA,1,3,2,2,5,3,3,1,3,4,6,1954,1994,1,6,10,11,4,5,2,3,1116,0,248,1364,2,1,2,1663,0,0,1663,1,0,1,0,2,1,3,6,3,2,1,2,529,3,224,137,0,0,0,0,NA,0,3,2008,9,5,54,40,14
"459",70,5,NA,5100,2,2,4,4,5,1,18,3,3,1,6,8,7,1925,1996,4,2,12,16,4,3,3,4,0,0,588,588,2,2,2,833,833,0,1666,0,0,1,0,3,1,3,7,7,1,3,1,228,3,192,63,0,0,0,0,NA,0,6,2008,9,5,83,71,12
"460",50,4,NA,7015,2,NA,1,1,1,1,4,3,3,1,1,5,4,1950,1950,2,2,9,9,4,5,2,4,185,0,524,709,2,5,2,979,224,0,1203,1,0,1,0,3,1,3,5,7,1,3,1,352,3,0,0,248,0,0,0,NA,0,7,2009,9,5,59,0,59
"461",60,2,75,8004,2,NA,1,4,5,1,21,7,3,1,6,8,5,2009,2009,2,2,13,14,3,5,3,3,544,0,288,832,2,1,2,832,1103,0,1935,1,0,2,1,3,1,4,8,7,0,1,2,552,3,0,150,0,0,0,0,NA,0,12,2009,7,6,0,0,0
"462",70,4,60,7200,2,NA,4,4,5,1,23,2,3,1,6,7,9,1936,2007,2,2,14,15,3,3,3,3,350,210,0,560,2,1,2,575,560,0,1135,1,0,1,0,3,1,3,6,7,0,2,2,576,3,256,0,0,0,0,0,NA,0,4,2009,9,5,73,71,2
"463",20,4,60,8281,2,NA,1,4,5,1,19,3,3,1,3,5,5,1965,1965,2,2,9,9,4,5,2,4,553,311,0,864,2,3,2,864,0,0,864,0,0,1,0,3,1,4,5,7,1,3,1,360,3,0,0,236,0,0,0,NA,0,12,2009,9,5,44,0,44
"464",70,4,74,11988,2,NA,1,2,5,2,7,3,3,1,6,6,7,1934,1995,4,2,12,13,4,5,2,4,326,0,389,715,2,2,2,849,811,0,1660,0,0,1,1,3,1,4,6,7,1,3,1,240,3,0,0,0,0,0,0,NA,0,8,2008,9,5,74,61,13
"465",20,4,60,8430,2,NA,4,2,5,2,6,3,3,1,3,5,5,1978,1978,2,2,7,7,4,5,2,3,616,0,424,1040,2,5,2,1040,0,0,1040,0,0,2,0,3,1,4,5,7,0,NA,0,0,3,0,0,0,0,0,0,NA,0,8,2009,9,5,31,0,31
"466",120,5,NA,3072,2,NA,4,4,5,1,1,3,3,5,3,7,5,2004,2004,4,2,13,14,3,5,3,3,0,0,1375,1375,2,1,2,1414,0,0,1414,0,0,2,0,2,1,3,6,7,1,1,2,398,3,144,20,0,0,0,0,NA,0,5,2006,9,5,2,0,2
"467",20,4,85,10628,2,NA,4,4,5,1,13,3,3,1,3,7,5,1970,1970,1,6,10,11,4,3,2,4,778,0,499,1277,2,5,2,1277,0,0,1277,1,0,1,0,2,1,4,5,7,1,3,2,526,3,0,0,0,0,176,0,NA,0,4,2007,9,5,37,0,37
"468",70,4,79,9480,2,NA,4,4,5,1,13,1,3,1,6,5,7,1942,1995,2,2,9,9,4,5,2,4,386,0,342,728,2,1,2,888,756,0,1644,0,0,1,1,3,1,3,7,7,2,3,1,312,3,168,0,0,0,0,0,NA,0,6,2007,9,5,65,53,12
"469",20,4,98,11428,2,NA,1,4,5,1,16,3,3,1,3,8,5,2006,2006,2,2,13,14,3,5,3,3,0,0,1626,1626,2,1,2,1634,0,0,1634,0,0,2,0,3,1,3,7,7,1,2,3,866,3,0,44,0,0,0,0,NA,0,5,2007,9,5,1,0,1
"470",60,4,76,9291,2,NA,1,4,1,1,20,8,3,1,6,6,5,1993,1993,2,2,7,7,3,5,3,3,426,0,406,832,2,1,2,832,878,0,1710,0,0,2,1,3,1,3,7,7,0,2,2,506,3,144,70,0,0,0,0,NA,0,6,2008,9,5,15,0,15
